,a,b,c,d
1152,91,92,52,235.0
1153,53,58,4,115.0
1154,61,65,15,141.0
1155,34,86,16,136.0
1156,64,19,4,87.0
1157,3,81,83,167.0
1158,41,87,36,164.0
1159,85,69,74,228.0
1160,47,6,32,85.0
1161,68,65,29,162.0
1162,85,3,38,126.0
1163,7,48,17,72.0
1164,71,73,16,160.0
1165,7,52,83,142.0
1166,33,80,55,168.0
1167,75,2,98,175.0
1168,32,19,41,92.0
1169,23,49,29,101.0
1170,77,88,66,231.0
1171,36,75,29,140.0
1172,1,74,80,155.0
1173,59,24,18,101.0
1174,12,32,95,139.0
1175,99,45,78,222.0
1176,24,66,34,124.0
1177,18,76,91,185.0
1178,69,56,3,128.0
1179,25,81,64,170.0
1180,85,57,5,147.0
1181,33,93,69,195.0
1182,13,8,0,21.0
1183,13,37,90,140.0
1184,73,25,30,128.0
1185,30,13,10,53.0
1186,41,45,62,148.0
1187,51,52,2,105.0
1188,40,53,59,152.0
1189,89,72,35,196.0
1190,4,12,96,112.0
1191,22,29,41,92.0
1192,21,63,21,105.0
1193,42,88,80,210.0
1194,72,90,85,247.0
1195,40,6,59,105.0
1196,46,33,2,81.0
1197,70,64,55,189.0
1198,27,44,87,158.0
1199,64,7,16,87.0
1200,46,3,36,85.0
1201,59,79,63,201.0
1202,20,48,22,90.0
1203,41,78,94,213.0
1204,30,37,17,84.0
1205,6,16,33,55.0
1206,72,93,42,207.0
1207,17,58,57,132.0
1208,56,83,78,217.0
1209,80,36,45,161.0
1210,61,52,52,165.0
1211,54,26,69,149.0
1212,20,25,14,59.0
1213,26,56,63,145.0
1214,15,30,32,77.0
1215,45,30,17,92.0
1216,19,89,32,140.0
1217,2,26,76,104.0
1218,45,88,49,182.0
1219,11,56,75,142.0
1220,37,97,7,141.0
1221,47,78,53,178.0
1222,48,22,94,164.0
1223,24,28,92,144.0
1224,53,98,88,239.0
1225,1,11,61,73.0
1226,59,30,4,93.0
1227,92,97,0,189.0
1228,42,14,23,79.0
1229,92,84,49,225.0
1230,72,7,89,168.0
1231,6,95,88,189.0
1232,93,89,90,272.0
1233,74,10,12,96.0
1234,18,41,4,63.0
1235,16,43,93,152.0
1236,98,75,76,249.0
1237,91,7,47,145.0
1238,70,37,65,172.0
1239,42,52,42,136.0
1240,77,59,80,216.0
1241,3,65,14,82.0
1242,11,25,15,51.0
1243,28,94,36,158.0
1244,43,61,34,138.0
1245,13,69,35,117.0
1246,88,6,30,124.0
1247,61,28,43,132.0
1248,97,49,45,191.0
1249,94,5,68,167.0
1250,81,14,62,157.0
1251,42,31,9,82.0
1252,47,0,37,84.0
1253,9,39,25,73.0
1254,29,94,67,190.0
1255,36,3,3,42.0
1256,64,24,49,137.0
1257,39,10,52,101.0
1258,77,94,44,215.0
1259,72,53,40,165.0
1260,85,92,73,250.0
1261,63,25,56,144.0
1262,89,64,63,216.0
1263,54,28,94,176.0
1264,43,82,56,181.0
1265,78,10,34,122.0
1266,49,40,24,113.0
1267,92,2,74,168.0
1268,70,13,0,83.0
1269,2,26,38,66.0
1270,75,76,17,168.0
1271,87,82,97,266.0
1272,74,81,85,240.0
1273,79,34,57,170.0
1274,66,51,85,202.0
1275,65,43,64,172.0
1276,70,50,40,160.0
1277,94,28,12,134.0
1278,43,61,76,180.0
1279,57,63,71,191.0
1280,82,24,87,193.0
1281,64,50,6,120.0
1282,46,42,88,176.0
1283,69,26,95,190.0
1284,54,14,90,158.0
1285,77,96,57,230.0
1286,16,47,2,65.0
1287,32,30,73,135.0
1288,20,5,55,80.0
1289,44,31,51,126.0
1290,8,57,33,98.0
1291,58,51,6,115.0
1292,79,14,72,165.0
1293,37,68,43,148.0
1294,42,62,22,126.0
1295,51,89,7,147.0
1296,67,34,42,143.0
1297,64,57,37,158.0
1298,44,30,68,142.0
1299,64,58,23,145.0
1300,14,75,44,133.0
1301,57,12,52,121.0
1302,51,72,40,163.0
1303,33,35,21,89.0
1304,0,16,16,32.0
1305,76,91,50,217.0
1306,83,3,9,95.0
1307,96,93,96,285.0
1308,59,87,43,189.0
1309,25,2,39,66.0
1310,17,81,91,189.0
1311,77,29,63,169.0
1312,52,77,78,207.0
1313,82,93,83,258.0
1314,49,87,37,173.0
1315,4,40,23,67.0
1316,41,38,95,174.0
1317,40,88,90,218.0
1318,28,20,68,116.0
1319,83,31,52,166.0
1320,26,37,22,85.0
1321,30,35,61,126.0
1322,60,11,65,136.0
1323,58,37,98,193.0
1324,84,18,42,144.0
1325,14,71,89,174.0
1326,20,23,89,132.0
1327,97,74,60,231.0
1328,92,63,31,186.0
1329,65,6,64,135.0
1330,8,3,66,77.0
1331,16,77,30,123.0
1332,70,30,44,144.0
1333,80,79,14,173.0
1334,78,91,79,248.0
1335,79,28,48,155.0
1336,39,7,78,124.0
1337,59,38,73,170.0
1338,54,47,48,149.0
1339,63,56,10,129.0
1340,12,58,72,142.0
1341,92,61,24,177.0
1342,59,88,10,157.0
1343,18,43,34,95.0
1344,87,40,70,197.0
1345,4,45,78,127.0
1346,78,91,8,177.0
1347,8,96,16,120.0
1348,41,60,59,160.0
1349,43,55,65,163.0
1350,96,54,69,219.0
1351,95,71,69,235.0
1352,68,20,65,153.0
1353,41,86,80,207.0
1354,70,87,35,192.0
1355,93,92,94,279.0
1356,11,15,71,97.0
1357,24,37,92,153.0
1358,86,95,48,229.0
1359,63,96,42,201.0
1360,92,66,17,175.0
1361,77,66,77,220.0
1362,40,45,6,91.0
1363,26,4,82,112.0
1364,51,19,86,156.0
1365,26,69,16,111.0
1366,37,58,85,180.0
1367,74,15,9,98.0
1368,73,69,82,224.0
1369,21,56,39,116.0
1370,50,38,27,115.0
1371,97,68,30,195.0
1372,59,10,43,112.0
1373,8,55,76,139.0
1374,52,12,63,127.0
1375,46,91,8,145.0
1376,24,14,7,45.0
1377,52,71,72,195.0
1378,44,13,51,108.0
1379,56,28,79,163.0
1380,6,91,13,110.0
1381,21,96,12,129.0
1382,1,40,81,122.0
1383,86,14,41,141.0
1384,43,96,15,154.0
1385,29,5,24,58.0
1386,87,28,10,125.0
1387,85,99,74,258.0
1388,82,76,60,218.0
1389,65,97,84,246.0
1390,0,95,44,139.0
1391,53,68,96,217.0
1392,9,57,55,121.0
1393,83,92,41,216.0
1394,61,95,30,186.0
1395,60,85,77,222.0
1396,57,41,47,145.0
1397,8,69,75,152.0
1398,8,59,30,97.0
1399,41,22,41,104.0
1400,65,45,67,177.0
1401,79,19,25,123.0
1402,9,47,60,116.0
1403,42,80,58,180.0
1404,51,40,33,124.0
1405,56,64,20,140.0
1406,93,37,80,210.0
1407,37,6,43,86.0
1408,68,56,90,214.0
1409,27,77,47,151.0
1410,22,71,24,117.0
1411,66,71,79,216.0
1412,63,13,39,115.0
1413,62,31,34,127.0
1414,52,13,19,84.0
1415,72,38,46,156.0
1416,91,9,51,151.0
1417,76,87,77,240.0
1418,78,6,82,166.0
1419,69,88,71,228.0
1420,52,94,14,160.0
1421,24,36,92,152.0
1422,90,25,76,191.0
1423,67,99,35,201.0
1424,81,65,40,186.0
1425,36,21,42,99.0
1426,89,94,21,204.0
1427,25,60,53,138.0
1428,94,11,58,163.0
1429,18,87,95,200.0
1430,83,69,11,163.0
1431,44,55,24,123.0
1432,7,53,0,60.0
1433,33,70,25,128.0
1434,61,49,51,161.0
1435,23,83,24,130.0
1436,29,5,16,50.0
1437,75,60,57,192.0
1438,33,52,41,126.0
1439,47,59,21,127.0
1440,8,41,67,116.0
1441,89,95,76,260.0
1442,67,83,34,184.0
1443,66,73,86,225.0
1444,42,73,92,207.0
1445,68,2,99,169.0
1446,88,64,13,165.0
1447,3,79,79,161.0
1448,16,52,18,86.0
1449,42,41,75,158.0
1450,18,25,28,71.0
1451,34,90,47,171.0
1452,33,76,10,119.0
1453,1,8,47,56.0
1454,77,12,83,172.0
1455,52,4,31,87.0
1456,19,20,13,52.0
1457,61,68,25,154.0
1458,9,22,26,57.0
1459,21,33,49,103.0
1460,81,37,17,135.0
1461,11,26,83,120.0
1462,20,32,79,131.0
1463,76,77,58,211.0
1464,77,77,88,242.0
1465,1,18,72,91.0
1466,74,21,63,158.0
1467,56,13,90,159.0
1468,61,22,75,158.0
1469,33,22,56,111.0
1470,92,30,74,196.0
1471,10,56,94,160.0
1472,26,52,64,142.0
1473,70,49,1,120.0
1474,37,27,54,118.0
1475,85,81,75,241.0
1476,77,72,79,228.0
1477,73,27,58,158.0
1478,35,89,67,191.0
1479,95,24,76,195.0
1480,81,21,76,178.0
1481,16,37,56,109.0
1482,95,2,30,127.0
1483,51,27,70,148.0
1484,78,12,86,176.0
1485,91,28,30,149.0
1486,96,56,64,216.0
1487,83,96,55,234.0
1488,8,79,48,135.0
1489,27,34,13,74.0
1490,19,78,57,154.0
1491,97,66,53,216.0
1492,13,66,77,156.0
1493,50,36,24,110.0
1494,82,48,10,140.0
1495,82,82,29,193.0
1496,53,36,0,89.0
1497,30,14,6,50.0
1498,92,92,61,245.0
1499,72,90,99,261.0
1500,74,71,43,188.0
1501,46,71,55,172.0
1502,73,2,40,115.0
1503,14,9,63,86.0
1504,85,28,47,160.0
1505,78,47,94,219.0
1506,14,85,54,153.0
1507,41,89,19,149.0
1508,8,11,69,88.0
1509,80,20,17,117.0
1510,21,14,42,77.0
1511,39,20,9,68.0
1512,64,58,39,161.0
1513,80,7,51,138.0
1514,32,65,0,97.0
1515,7,95,12,114.0
1516,94,64,31,189.0
1517,80,2,51,133.0
1518,21,47,27,95.0
1519,3,28,70,101.0
1520,7,94,50,151.0
1521,13,5,36,54.0
1522,81,23,82,186.0
1523,38,64,38,140.0
1524,16,6,78,100.0
1525,72,78,12,162.0
1526,10,67,68,145.0
1527,11,84,26,121.0
1528,98,16,30,144.0
1529,27,1,46,74.0
1530,35,10,14,59.0
1531,71,74,76,221.0
1532,71,47,95,213.0
1533,64,97,9,170.0
1534,78,32,21,131.0
1535,59,82,86,227.0
1536,57,45,12,114.0
1537,97,81,35,213.0
1538,18,27,92,137.0
1539,40,59,14,113.0
1540,13,95,47,155.0
1541,89,54,40,183.0
1542,27,18,6,51.0
1543,67,87,68,222.0
1544,70,8,33,111.0
1545,52,54,44,150.0
1546,4,95,29,128.0
1547,66,42,19,127.0
1548,12,57,57,126.0
1549,50,53,23,126.0
1550,94,52,50,196.0
1551,5,52,87,144.0
1552,78,67,30,175.0
1553,20,36,25,81.0
1554,53,6,49,108.0
1555,62,33,1,96.0
1556,16,0,53,69.0
1557,10,83,25,118.0
1558,66,41,22,129.0
1559,94,61,24,179.0
1560,71,6,77,154.0
1561,17,12,18,47.0
1562,80,65,18,163.0
1563,72,96,45,213.0
1564,83,51,68,202.0
1565,0,0,29,29.0
1566,2,62,45,109.0
1567,24,96,79,199.0
1568,74,3,73,150.0
1569,62,15,46,123.0
1570,89,4,21,114.0
1571,84,10,95,189.0
1572,27,91,48,166.0
1573,2,7,15,24.0
1574,92,57,80,229.0
1575,35,6,20,61.0
1576,89,64,42,195.0
1577,51,89,76,216.0
1578,75,92,99,266.0
1579,74,36,6,116.0
1580,75,97,43,215.0
1581,16,58,38,112.0
1582,74,90,72,236.0
1583,68,84,54,206.0
1584,71,56,66,193.0
1585,82,86,11,179.0
1586,74,11,32,117.0
1587,65,10,52,127.0
1588,27,46,21,94.0
1589,61,33,65,159.0
1590,39,30,83,152.0
1591,92,87,23,202.0
1592,88,52,0,140.0
1593,50,14,61,125.0
1594,4,86,21,111.0
1595,24,32,3,59.0
1596,95,69,57,221.0
1597,4,54,55,113.0
1598,69,9,30,108.0
1599,75,96,83,254.0
1600,16,57,96,169.0
1601,56,70,93,219.0
1602,24,84,14,122.0
1603,24,3,77,104.0
1604,50,42,98,190.0
1605,34,85,84,203.0
1606,12,99,8,119.0
1607,2,77,53,132.0
1608,6,71,68,145.0
1609,75,79,39,193.0
1610,67,68,9,144.0
1611,84,94,49,227.0
1612,84,0,75,159.0
1613,9,62,45,116.0
1614,60,27,5,92.0
1615,89,65,2,156.0
1616,30,84,41,155.0
1617,9,50,2,61.0
1618,97,97,16,210.0
1619,48,67,3,118.0
1620,89,79,73,241.0
1621,28,71,66,165.0
1622,59,13,85,157.0
1623,95,34,99,228.0
1624,40,45,23,108.0
1625,63,70,61,194.0
1626,61,28,32,121.0
1627,70,73,53,196.0
1628,95,3,49,147.0
1629,92,90,6,188.0
1630,79,98,93,270.0
1631,74,95,58,227.0
1632,48,4,71,123.0
1633,28,16,34,78.0
1634,18,12,84,114.0
1635,98,85,10,193.0
1636,7,81,45,133.0
1637,90,34,94,218.0
1638,6,71,92,169.0
1639,91,13,86,190.0
1640,70,29,3,102.0
1641,30,77,46,153.0
1642,31,4,8,43.0
1643,93,65,19,177.0
1644,72,78,82,232.0
1645,97,3,59,159.0
1646,40,4,98,142.0
1647,47,24,81,152.0
1648,16,67,20,103.0
1649,69,55,11,135.0
1650,44,0,78,122.0
1651,34,62,53,149.0
1652,4,26,84,114.0
1653,68,75,33,176.0
1654,89,49,18,156.0
1655,95,7,84,186.0
1656,32,6,46,84.0
1657,41,4,61,106.0
1658,81,71,89,241.0
1659,36,13,82,131.0
1660,6,50,7,63.0
1661,38,17,74,129.0
1662,17,18,86,121.0
1663,51,58,76,185.0
1664,23,69,90,182.0
1665,82,51,0,133.0
1666,28,39,90,157.0
1667,83,23,99,205.0
1668,99,61,5,165.0
1669,7,49,84,140.0
1670,89,89,50,228.0
1671,51,9,94,154.0
1672,62,84,27,173.0
1673,21,2,22,45.0
1674,88,43,2,133.0
1675,58,49,55,162.0
1676,12,53,77,142.0
1677,8,61,21,90.0
1678,99,88,82,269.0
1679,89,3,13,105.0
1680,3,39,81,123.0
1681,27,5,57,89.0
1682,74,97,41,212.0
1683,98,87,30,215.0
1684,33,38,63,134.0
1685,84,92,79,255.0
1686,77,40,63,180.0
1687,6,27,12,45.0
1688,63,26,90,179.0
1689,14,51,51,116.0
1690,11,59,61,131.0
1691,21,31,24,76.0
1692,45,83,37,165.0
1693,29,54,66,149.0
1694,47,34,73,154.0
1695,62,95,72,229.0
1696,87,89,68,244.0
1697,52,0,68,120.0
1698,87,54,3,144.0
1699,12,31,20,63.0
1700,61,93,70,224.0
1701,60,81,75,216.0
1702,31,21,85,137.0
1703,61,25,10,96.0
1704,91,77,34,202.0
1705,12,18,25,55.0
1706,30,33,15,78.0
1707,81,35,15,131.0
1708,40,31,70,141.0
1709,22,45,96,163.0
1710,48,71,21,140.0
1711,30,59,23,112.0
1712,15,13,72,100.0
1713,33,77,58,168.0
1714,32,86,32,150.0
1715,99,48,90,237.0
1716,94,9,22,125.0
1717,68,35,2,105.0
1718,58,15,39,112.0
1719,47,37,49,133.0
1720,46,4,34,84.0
1721,31,38,11,80.0
1722,13,26,33,72.0
1723,54,93,35,182.0
1724,90,27,90,207.0
1725,99,50,94,243.0
1726,40,46,4,90.0
1727,25,72,92,189.0
1728,3,98,78,179.0
1729,13,6,16,35.0
1730,48,30,20,98.0
1731,7,10,14,31.0
1732,85,73,98,256.0
1733,71,95,99,265.0
1734,19,89,81,189.0
1735,23,34,22,79.0
1736,69,8,37,114.0
1737,20,76,61,157.0
1738,88,41,65,194.0
1739,87,35,6,128.0
1740,3,9,48,60.0
1741,86,71,19,176.0
1742,27,47,43,117.0
1743,83,50,6,139.0
1744,85,28,0,113.0
1745,32,28,47,107.0
1746,78,92,35,205.0
1747,56,32,59,147.0
1748,27,43,59,129.0
1749,63,29,62,154.0
1750,87,89,66,242.0
1751,40,63,48,151.0
1752,82,65,40,187.0
1753,31,11,67,109.0
1754,42,69,94,205.0
1755,53,32,61,146.0
1756,25,59,82,166.0
1757,49,89,62,200.0
1758,38,54,98,190.0
1759,97,51,17,165.0
1760,80,80,40,200.0
1761,94,83,24,201.0
1762,88,63,70,221.0
1763,12,79,40,131.0
1764,13,19,3,35.0
1765,9,78,86,173.0
1766,39,24,69,132.0
1767,9,98,64,171.0
1768,1,20,49,70.0
1769,76,74,9,159.0
1770,88,32,33,153.0
1771,36,59,23,118.0
1772,41,56,69,166.0
1773,17,87,10,114.0
1774,70,41,74,185.0
1775,6,42,13,61.0
1776,65,24,26,115.0
1777,83,25,85,193.0
1778,11,54,69,134.0
1779,38,54,75,167.0
1780,50,58,2,110.0
1781,52,65,12,129.0
1782,36,8,26,70.0
1783,90,74,71,235.0
1784,47,2,95,144.0
1785,54,22,65,141.0
1786,65,13,59,137.0
1787,58,89,11,158.0
1788,11,57,41,109.0
1789,16,40,76,132.0
1790,93,48,80,221.0
1791,53,46,68,167.0
1792,86,74,52,212.0
1793,31,40,63,134.0
1794,11,86,16,113.0
1795,9,73,40,122.0
1796,17,18,8,43.0
1797,33,87,98,218.0
1798,31,37,73,141.0
1799,51,77,81,209.0
1800,72,29,6,107.0
1801,45,11,52,108.0
1802,7,86,79,172.0
1803,41,16,54,111.0
1804,11,1,26,38.0
1805,67,40,19,126.0
1806,83,19,68,170.0
1807,89,37,55,181.0
1808,36,7,9,52.0
1809,44,1,89,134.0
1810,88,79,90,257.0
1811,75,92,63,230.0
1812,76,50,66,192.0
1813,32,32,13,77.0
1814,1,53,98,152.0
1815,86,79,70,235.0
1816,80,78,28,186.0
1817,86,12,86,184.0
1818,94,50,18,162.0
1819,19,97,37,153.0
1820,23,61,38,122.0
1821,90,52,77,219.0
1822,29,8,50,87.0
1823,27,89,26,142.0
1824,69,48,61,178.0
1825,58,24,14,96.0
1826,29,87,33,149.0
1827,35,25,94,154.0
1828,90,85,41,216.0
1829,87,61,83,231.0
1830,99,11,22,132.0
1831,70,9,79,158.0
1832,13,59,94,166.0
1833,14,28,52,94.0
1834,79,61,24,164.0
1835,85,52,96,233.0
1836,83,60,66,209.0
1837,29,29,2,60.0
1838,35,7,34,76.0
1839,98,73,77,248.0
1840,6,31,98,135.0
1841,21,30,1,52.0
1842,89,1,53,143.0
1843,77,24,47,148.0
1844,63,21,32,116.0
1845,65,36,59,160.0
1846,36,38,87,161.0
1847,79,28,75,182.0
1848,23,60,79,162.0
1849,3,72,57,132.0
1850,81,57,7,145.0
1851,85,67,1,153.0
1852,75,14,89,178.0
1853,65,92,61,218.0
1854,20,98,47,165.0
1855,93,40,39,172.0
1856,73,58,45,176.0
1857,32,75,2,109.0
1858,15,48,3,66.0
1859,15,21,41,77.0
1860,59,86,26,171.0
1861,41,12,5,58.0
1862,40,48,20,108.0
1863,34,40,52,126.0
1864,87,96,91,274.0
1865,70,52,82,204.0
1866,64,18,29,111.0
1867,8,80,79,167.0
1868,64,69,72,205.0
1869,51,22,26,99.0
1870,53,85,71,209.0
1871,54,72,99,225.0
1872,49,98,57,204.0
1873,65,5,40,110.0
1874,97,48,13,158.0
1875,51,59,60,170.0
1876,27,96,57,180.0
1877,81,7,79,167.0
1878,93,33,54,180.0
1879,53,52,7,112.0
1880,11,17,6,34.0
1881,71,66,59,196.0
1882,85,59,52,196.0
1883,3,59,13,75.0
1884,82,61,87,230.0
1885,55,0,23,78.0
1886,39,45,39,123.0
1887,99,26,49,174.0
1888,49,44,3,96.0
1889,70,24,52,146.0
1890,95,82,60,237.0
1891,66,75,57,198.0
1892,1,22,64,87.0
1893,80,30,95,205.0
1894,69,5,4,78.0
1895,37,98,8,143.0
1896,19,58,3,80.0
1897,50,58,87,195.0
1898,17,27,24,68.0
1899,3,72,76,151.0
1900,40,68,51,159.0
1901,23,4,57,84.0
1902,66,29,2,97.0
1903,12,28,84,124.0
1904,6,97,75,178.0
1905,4,23,17,44.0
1906,41,66,52,159.0
1907,41,24,60,125.0
1908,84,40,16,140.0
1909,61,79,41,181.0
1910,27,46,99,172.0
1911,68,15,15,98.0
1912,90,62,32,184.0
1913,70,61,96,227.0
1914,12,54,72,138.0
1915,8,83,55,146.0
1916,43,80,81,204.0
1917,10,77,53,140.0
1918,30,1,74,105.0
1919,65,52,16,133.0
1920,85,25,47,157.0
1921,94,56,97,247.0
1922,80,70,22,172.0
1923,12,98,19,129.0
1924,29,32,97,158.0
1925,43,40,4,87.0
1926,67,12,61,140.0
1927,96,32,57,185.0
1928,6,78,70,154.0
1929,42,76,92,210.0
1930,13,60,37,110.0
1931,40,9,21,70.0
1932,8,61,26,95.0
1933,83,10,85,178.0
1934,62,54,4,120.0
1935,17,14,53,84.0
1936,43,87,6,136.0
1937,85,36,54,175.0
1938,95,55,31,181.0
1939,63,53,9,125.0
1940,34,56,45,135.0
1941,48,46,42,136.0
1942,73,5,33,111.0
1943,21,95,34,150.0
1944,50,97,44,191.0
1945,37,26,18,81.0
1946,39,75,5,119.0
1947,89,77,67,233.0
1948,85,95,27,207.0
1949,57,56,58,171.0
1950,27,79,67,173.0
1951,94,85,97,276.0
1952,5,38,9,52.0
1953,42,12,25,79.0
1954,37,9,51,97.0
1955,7,13,16,36.0
1956,21,53,57,131.0
1957,70,43,97,210.0
1958,2,82,78,162.0
1959,73,23,45,141.0
1960,89,49,34,172.0
1961,11,86,94,191.0
1962,60,15,74,149.0
1963,76,51,70,197.0
1964,79,85,66,230.0
1965,37,13,89,139.0
1966,38,48,83,169.0
1967,80,81,44,205.0
1968,51,57,9,117.0
1969,1,0,51,52.0
1970,59,75,41,175.0
1971,1,12,29,42.0
1972,24,76,0,100.0
1973,32,29,35,96.0
1974,52,42,12,106.0
1975,24,64,51,139.0
1976,35,2,31,68.0
1977,19,80,14,113.0
1978,56,76,76,208.0
1979,16,22,44,82.0
1980,57,34,42,133.0
1981,87,6,39,132.0
1982,33,0,57,90.0
1983,31,64,61,156.0
1984,85,69,19,173.0
1985,33,3,84,120.0
1986,67,49,29,145.0
1987,21,99,2,122.0
1988,83,86,25,194.0
1989,85,75,10,170.0
1990,89,7,90,186.0
1991,25,74,12,111.0
1992,59,46,13,118.0
1993,57,4,30,91.0
1994,37,40,38,115.0
1995,84,13,92,189.0
1996,3,70,79,152.0
1997,19,58,3,80.0
1998,82,32,54,168.0
1999,20,55,6,81.0
2000,5,17,21,43.0
2001,94,87,89,270.0
2002,60,24,95,179.0
2003,33,36,13,82.0
2004,25,16,59,100.0
2005,99,28,53,180.0
2006,86,20,18,124.0
2007,6,13,19,38.0
2008,81,16,75,172.0
2009,66,76,18,160.0
2010,97,84,14,195.0
2011,68,66,95,229.0
2012,84,71,13,168.0
2013,78,64,84,226.0
2014,70,3,52,125.0
2015,95,27,51,173.0
2016,92,74,98,264.0
2017,54,99,48,201.0
2018,79,43,81,203.0
2019,40,59,17,116.0
2020,20,79,36,135.0
2021,74,15,41,130.0
2022,49,28,47,124.0
2023,21,10,33,64.0
2024,29,60,36,125.0
2025,85,16,72,173.0
2026,32,34,24,90.0
2027,85,80,43,208.0
2028,44,10,12,66.0
2029,95,72,83,250.0
2030,51,83,99,233.0
2031,0,42,39,81.0
2032,81,65,49,195.0
2033,0,78,80,158.0
2034,40,58,86,184.0
2035,72,27,99,198.0
2036,8,14,53,75.0
2037,28,96,86,210.0
2038,69,78,47,194.0
2039,62,99,24,185.0
2040,79,14,90,183.0
2041,13,97,82,192.0
2042,27,2,53,82.0
2043,91,89,96,276.0
2044,82,54,70,206.0
2045,5,40,53,98.0
2046,3,85,41,129.0
2047,78,89,44,211.0
2048,48,90,6,144.0
2049,17,41,44,102.0
2050,27,23,31,81.0
2051,60,78,64,202.0
2052,97,7,5,109.0
2053,72,55,42,169.0
2054,48,75,18,141.0
2055,78,47,70,195.0
2056,75,42,35,152.0
2057,18,52,69,139.0
2058,28,47,72,147.0
2059,71,63,22,156.0
2060,76,30,43,149.0
2061,31,93,56,180.0
2062,31,51,92,174.0
2063,92,11,1,104.0
2064,14,37,36,87.0
2065,29,29,4,62.0
2066,7,19,31,57.0
2067,63,75,79,217.0
2068,30,99,33,162.0
2069,51,43,25,119.0
2070,70,89,52,211.0
2071,61,6,68,135.0
2072,41,66,39,146.0
2073,96,83,2,181.0
2074,41,16,48,105.0
2075,71,49,58,178.0
2076,99,20,71,190.0
2077,98,19,38,155.0
2078,68,49,28,145.0
2079,60,35,66,161.0
2080,72,62,73,207.0
2081,99,67,56,222.0
2082,54,17,67,138.0
2083,93,99,57,249.0
2084,44,22,46,112.0
2085,30,65,66,161.0
2086,15,27,17,59.0
2087,0,35,38,73.0
2088,79,52,87,218.0
2089,41,90,65,196.0
2090,82,7,28,117.0
2091,89,91,80,260.0
2092,30,94,11,135.0
2093,46,16,9,71.0
2094,50,15,15,80.0
2095,17,23,9,49.0
2096,2,4,73,79.0
2097,80,2,79,161.0
2098,6,79,46,131.0
2099,42,65,63,170.0
2100,62,9,43,114.0
2101,27,73,72,172.0
2102,50,32,39,121.0
2103,83,29,58,170.0
2104,83,53,7,143.0
2105,77,86,24,187.0
2106,53,96,34,183.0
2107,55,38,98,191.0
2108,22,80,5,107.0
2109,83,93,49,225.0
2110,17,22,85,124.0
2111,56,4,94,154.0
2112,80,32,90,202.0
2113,3,37,18,58.0
2114,48,9,89,146.0
2115,23,74,77,174.0
2116,99,61,67,227.0
2117,79,5,4,88.0
2118,10,29,69,108.0
2119,18,56,54,128.0
2120,88,57,8,153.0
2121,0,34,53,87.0
2122,91,40,94,225.0
2123,37,94,12,143.0
2124,31,6,41,78.0
2125,77,30,43,150.0
2126,69,13,17,99.0
2127,14,33,75,122.0
2128,3,44,96,143.0
2129,23,58,11,92.0
2130,71,49,58,178.0
2131,56,79,92,227.0
2132,86,56,15,157.0
2133,25,82,21,128.0
2134,45,72,40,157.0
2135,15,72,0,87.0
2136,20,52,85,157.0
2137,59,76,31,166.0
2138,18,21,82,121.0
2139,35,67,68,170.0
2140,14,80,68,162.0
2141,29,50,39,118.0
2142,9,28,8,45.0
2143,64,31,80,175.0
2144,44,12,28,84.0
2145,24,52,16,92.0
2146,82,46,73,201.0
2147,24,11,89,124.0
2148,45,49,24,118.0
2149,45,62,56,163.0
2150,29,9,74,112.0
2151,3,99,91,193.0
2152,4,80,69,153.0
2153,76,94,94,264.0
2154,54,37,4,95.0
2155,91,35,2,128.0
2156,4,23,87,114.0
2157,4,12,96,112.0
2158,53,56,9,118.0
2159,81,11,34,126.0
2160,1,54,86,141.0
2161,58,37,3,98.0
2162,46,41,33,120.0
2163,92,43,47,182.0
2164,63,32,78,173.0
2165,0,93,7,100.0
2166,65,86,26,177.0
2167,89,29,6,124.0
2168,79,94,39,212.0
2169,65,53,21,139.0
2170,86,90,37,213.0
2171,75,42,36,153.0
2172,36,28,45,109.0
2173,63,68,79,210.0
2174,77,66,64,207.0
2175,10,89,59,158.0
2176,94,30,87,211.0
2177,80,29,79,188.0
2178,83,69,48,200.0
2179,44,3,8,55.0
2180,81,92,2,175.0
2181,27,88,75,190.0
2182,72,6,1,79.0
2183,43,78,55,176.0
2184,74,75,26,175.0
2185,88,34,69,191.0
2186,14,10,23,47.0
2187,13,44,91,148.0
2188,32,72,70,174.0
2189,10,39,13,62.0
2190,39,49,38,126.0
2191,96,70,46,212.0
2192,75,85,23,183.0
2193,3,76,98,177.0
2194,2,85,75,162.0
2195,43,63,50,156.0
2196,7,24,11,42.0
2197,53,49,83,185.0
2198,95,5,74,174.0
2199,10,66,31,107.0
2200,60,71,71,202.0
2201,53,2,30,85.0
2202,29,92,10,131.0
2203,0,24,92,116.0
2204,9,45,63,117.0
2205,20,46,0,66.0
2206,82,36,20,138.0
2207,22,56,85,163.0
2208,55,10,44,109.0
2209,62,12,47,121.0
2210,70,72,37,179.0
2211,61,64,39,164.0
2212,23,77,93,193.0
2213,95,57,11,163.0
2214,58,34,9,101.0
2215,58,3,40,101.0
2216,57,75,60,192.0
2217,28,86,0,114.0
2218,6,60,22,88.0
2219,56,55,29,140.0
2220,0,38,73,111.0
2221,31,30,41,102.0
2222,38,57,88,183.0
2223,10,11,3,24.0
2224,44,28,71,143.0
2225,46,76,66,188.0
2226,57,12,50,119.0
2227,89,82,24,195.0
